iter	Logloss	Accuracy
141	0.3352581226	0.874251497
142	0.3343969203	0.875748503
143	0.3337067429	0.875748503
144	0.3335603786	0.875748503
145	0.3326033125	0.875748503
146	0.331932235	0.878742515
147	0.3315693209	0.878742515
148	0.3298586512	0.880239521
149	0.3291574308	0.880239521
150	0.3282620938	0.880239521
151	0.3280087999	0.880239521
152	0.3252900708	0.8832335329
153	0.3248576892	0.8832335329
154	0.3241222027	0.8832335329
155	0.3235297934	0.8847305389
156	0.3222821127	0.8832335329
157	0.321400937	0.8832335329
158	0.3212570691	0.8832335329
159	0.3196721316	0.8847305389
160	0.3194145197	0.8862275449
161	0.3160849315	0.8892215569
162	0.3150672481	0.8907185629
163	0.3146071465	0.8907185629
164	0.3139478592	0.8892215569
165	0.313423675	0.8922155689
166	0.3131752941	0.8922155689
167	0.3129807481	0.8922155689
168	0.3127269957	0.8922155689
169	0.3121543388	0.8922155689
170	0.3108193804	0.8937125749
171	0.3107137684	0.8937125749
172	0.3105110838	0.8937125749
173	0.3102869242	0.8922155689
174	0.3102183242	0.8922155689
175	0.3096893547	0.8937125749
176	0.3092219132	0.8952095808
177	0.3091259799	0.8952095808
178	0.3083347609	0.8967065868
179	0.3080665033	0.8967065868
180	0.3067170617	0.8967065868
181	0.3064052035	0.8967065868
182	0.3060126967	0.8952095808
183	0.3057950422	0.8967065868
184	0.3048314522	0.8952095808
185	0.3039382099	0.8967065868
186	0.3025931066	0.8952095808
187	0.3011152764	0.8982035928
188	0.300160047	0.8982035928
189	0.2996705437	0.8967065868
190	0.2982619042	0.8967065868
191	0.297612188	0.8967065868
192	0.2971340572	0.8967065868
193	0.2967532918	0.8967065868
194	0.2966718522	0.8967065868
195	0.2963916867	0.8967065868
196	0.2962479168	0.8967065868
197	0.2959484018	0.8967065868
198	0.2958814744	0.8967065868
199	0.2957523096	0.8967065868
200	0.295258714	0.8967065868
201	0.2937309752	0.8982035928
202	0.292328975	0.8997005988
203	0.2918024787	0.8997005988
204	0.291647055	0.8997005988
205	0.2911923546	0.9041916168
206	0.2900264512	0.9026946108
207	0.2895106743	0.9026946108
208	0.2881445016	0.9026946108
209	0.2881300255	0.9026946108
210	0.2864110249	0.9041916168
211	0.28573542	0.9056886228
212	0.2849825768	0.9071856287
213	0.284676938	0.9071856287
214	0.2843609031	0.9071856287
215	0.2820601209	0.9071856287
216	0.2812271713	0.9071856287
217	0.2807310331	0.9071856287
218	0.2803451011	0.9086826347
219	0.2798738253	0.9071856287
220	0.279048048	0.9071856287
221	0.2789183753	0.9071856287
222	0.2785089449	0.9056886228
223	0.278270119	0.9071856287
224	0.2780349407	0.9071856287
225	0.2763863799	0.9086826347
226	0.2763692096	0.9086826347
227	0.276066206	0.9101796407
228	0.2759971807	0.9086826347
229	0.2753277161	0.9086826347
230	0.2748560915	0.9086826347
231	0.274572221	0.9086826347
232	0.2743793561	0.9101796407
233	0.2741727973	0.9101796407
234	0.2737238944	0.9116766467
235	0.2733045044	0.9116766467
236	0.272614616	0.9116766467
237	0.2721608251	0.9116766467
238	0.2718803857	0.9131736527
239	0.271638744	0.9116766467
240	0.2710274219	0.9146706587
241	0.2704525052	0.9131736527
242	0.2703248482	0.9146706587
243	0.2692303625	0.9131736527
244	0.2688745286	0.9131736527
245	0.2684190831	0.9131736527
246	0.2683146362	0.9131736527
247	0.2679100493	0.9131736527
248	0.2670737931	0.9131736527
249	0.2666414775	0.9131736527
250	0.2666076581	0.9131736527
251	0.2663979296	0.9131736527
252	0.2656538332	0.9146706587
253	0.2653649925	0.9161676647
254	0.2652039487	0.9161676647
255	0.2648512018	0.9161676647
256	0.2647951074	0.9161676647
257	0.2647472887	0.9161676647
258	0.2640015359	0.9176646707
259	0.2639721971	0.9176646707
260	0.2637065852	0.9176646707
261	0.2634289495	0.9146706587
262	0.2633819918	0.9146706587
263	0.263293757	0.9146706587
264	0.2629053337	0.9146706587
265	0.2627202114	0.9161676647
266	0.2622249663	0.9161676647
267	0.2621559024	0.9161676647
268	0.2621413168	0.9161676647
269	0.2617992851	0.9191616766
270	0.2617822758	0.9191616766
271	0.2616066628	0.9191616766
272	0.2615813723	0.9191616766
273	0.2610146965	0.9191616766
274	0.2607485655	0.9191616766
275	0.2600004104	0.9176646707
276	0.2599113152	0.9176646707
277	0.2589522604	0.9191616766
278	0.257926696	0.9191616766
279	0.2579252374	0.9191616766
280	0.2568743652	0.9206586826
281	0.2566192102	0.9206586826
282	0.2565471196	0.9206586826
283	0.2563140651	0.9206586826
284	0.256111454	0.9191616766
285	0.2557326566	0.9206586826
286	0.2554344494	0.9221556886
287	0.2553718692	0.9221556886
288	0.2550047313	0.9221556886
289	0.254375472	0.9251497006
290	0.2543138195	0.9251497006
291	0.2536562809	0.9221556886
292	0.2536100599	0.9236526946
293	0.2535156658	0.9236526946
294	0.2531411299	0.9236526946
295	0.2530597515	0.9236526946
296	0.2528306362	0.9236526946
297	0.2527794495	0.9236526946
298	0.252702054	0.9236526946
299	0.251683691	0.9251497006
300	0.2516473026	0.9236526946
301	0.2514709934	0.9266467066
302	0.2507262381	0.9266467066
303	0.2498868017	0.9281437126
304	0.2497424096	0.9266467066
305	0.2495459472	0.9266467066
306	0.2492848065	0.9266467066
307	0.2489428925	0.9281437126
308	0.2468123433	0.9266467066
309	0.2467705219	0.9266467066
310	0.2464873806	0.9266467066
311	0.2461987436	0.9266467066
312	0.2455772919	0.9281437126
313	0.2454699929	0.9281437126
314	0.2449463916	0.9296407186
315	0.2449307588	0.9296407186
316	0.2447286376	0.9296407186
317	0.2441634364	0.9281437126
318	0.2435722108	0.9281437126
319	0.2431419527	0.9296407186
320	0.2419797673	0.9296407186
321	0.2414305658	0.9296407186
322	0.2413248074	0.9296407186
323	0.2407421547	0.9296407186
324	0.2404416168	0.9296407186
325	0.2401376254	0.9296407186
326	0.2397779289	0.9296407186
327	0.2392589846	0.9296407186
328	0.2392122426	0.9296407186
329	0.2391847163	0.9296407186
330	0.2391441752	0.9296407186
331	0.2388316747	0.9311377246
332	0.2383502787	0.9311377246
333	0.2383241661	0.9311377246
334	0.2374248056	0.9311377246
335	0.2372706588	0.9311377246
336	0.237160624	0.9311377246
337	0.2371346067	0.9311377246
338	0.2371243483	0.9311377246
339	0.2368474686	0.9311377246
340	0.2356180989	0.9311377246
341	0.2353029826	0.9311377246
342	0.2347617928	0.9311377246
343	0.2346624783	0.9311377246
344	0.2345403367	0.9311377246
345	0.2339514749	0.9311377246
346	0.2334117639	0.9311377246
347	0.2332488531	0.9311377246
348	0.2328317625	0.9311377246
349	0.2321688196	0.9311377246
350	0.2311795898	0.9326347305
351	0.2310100518	0.9311377246
352	0.2302830273	0.9311377246
353	0.2302422888	0.9311377246
354	0.2298968394	0.9311377246
355	0.2292674632	0.9311377246
356	0.2276078335	0.9326347305
357	0.227591848	0.9326347305
358	0.2275822195	0.9326347305
359	0.2275486544	0.9326347305
360	0.227513099	0.9326347305
361	0.2270996741	0.9326347305
362	0.227090042	0.9326347305
363	0.2269459725	0.9326347305
364	0.2266761414	0.9326347305
365	0.2265826763	0.9326347305
366	0.2260843763	0.9326347305
367	0.2260826732	0.9326347305
368	0.2256248465	0.9326347305
369	0.2255142877	0.9326347305
370	0.2252977885	0.9341317365
371	0.2252422703	0.9341317365
372	0.2250089261	0.9341317365
373	0.2249904658	0.9341317365
374	0.2249809731	0.9341317365
375	0.2248055788	0.9341317365
376	0.2240306241	0.9341317365
377	0.2239729203	0.9341317365
378	0.2234580636	0.9341317365
379	0.2233236777	0.9341317365
380	0.2229065037	0.9341317365
381	0.2225800853	0.9341317365
382	0.2224339265	0.9341317365
383	0.2211513971	0.9341317365
384	0.2209354292	0.9341317365
385	0.2206191018	0.9341317365
386	0.220210601	0.9341317365
387	0.2199266376	0.9341317365
388	0.2197033282	0.9341317365
389	0.2195713783	0.9341317365
390	0.2194659636	0.9356287425
391	0.2193726742	0.9371257485
392	0.2190971954	0.9356287425
393	0.2189014006	0.9356287425
394	0.2187566191	0.9371257485
395	0.2182234923	0.9371257485
396	0.2179431973	0.9371257485
397	0.2178967035	0.9371257485
398	0.2178440138	0.9371257485
399	0.2177381642	0.9371257485
400	0.2175945018	0.9371257485
401	0.2174550489	0.9371257485
402	0.2173926973	0.9371257485
403	0.2172736216	0.9371257485
404	0.2170239245	0.9371257485
405	0.2169953605	0.9371257485
406	0.216702644	0.9371257485
407	0.2165936533	0.9371257485
408	0.2165175647	0.9371257485
409	0.2164312322	0.9371257485
410	0.2163447946	0.9371257485
411	0.2161647017	0.9371257485
412	0.2160836612	0.9371257485
413	0.2160556742	0.9371257485
414	0.2151748095	0.9371257485
415	0.2151529527	0.9371257485
416	0.2149844909	0.9371257485
417	0.2149382237	0.9371257485
418	0.2149101479	0.9371257485
419	0.214799938	0.9371257485
420	0.2147853979	0.9371257485
421	0.2147647987	0.9371257485
422	0.2145734008	0.9371257485
423	0.2145086084	0.9371257485
424	0.2144686503	0.9371257485
425	0.2144538847	0.9371257485
426	0.2143857936	0.9371257485
427	0.2143216858	0.9371257485
428	0.2140610333	0.9371257485
429	0.2134664229	0.9371257485
430	0.213425243	0.9371257485
431	0.2134116372	0.9371257485
432	0.2133394342	0.9371257485
433	0.2131213767	0.9371257485
434	0.2130547236	0.9371257485
435	0.2127820745	0.9371257485
436	0.2123411918	0.9371257485
437	0.2123311703	0.9371257485
438	0.2120516265	0.9371257485
439	0.2119533572	0.9371257485
440	0.2112776142	0.9371257485
441	0.2111589132	0.9371257485
442	0.2111073011	0.9371257485
443	0.2110829247	0.9371257485
444	0.2107429711	0.9371257485
445	0.2100560765	0.9371257485
446	0.2100459879	0.9371257485
447	0.2099110684	0.9371257485
448	0.2096679205	0.9371257485
449	0.209423273	0.9371257485
450	0.2094227916	0.9371257485
451	0.2094053596	0.9371257485
452	0.2090079719	0.9386227545
453	0.209007456	0.9386227545
454	0.2089464454	0.9401197605
455	0.2088173273	0.9371257485
456	0.208722769	0.9371257485
457	0.2082101117	0.9371257485
458	0.2075496633	0.9371257485
459	0.207431337	0.9371257485
460	0.2074149358	0.9371257485
461	0.2074003083	0.9371257485
462	0.2070653045	0.9386227545
463	0.2061106373	0.9386227545
464	0.2060864379	0.9401197605
465	0.2059036116	0.9401197605
466	0.2057116621	0.9401197605
467	0.2056761551	0.9401197605
468	0.2055600443	0.9401197605
469	0.2054986969	0.9401197605
470	0.2054149923	0.9401197605
471	0.205168079	0.9401197605
472	0.2051146522	0.9401197605
473	0.2050513757	0.9401197605
474	0.2048563464	0.9401197605
475	0.2047415007	0.9401197605
476	0.2047268296	0.9401197605
477	0.2045822452	0.9401197605
478	0.2043218716	0.9416167665
479	0.2041382648	0.9416167665
480	0.2033948787	0.9401197605
481	0.2029608569	0.9401197605
482	0.2027243134	0.9401197605
483	0.2022343771	0.9401197605
484	0.2022145783	0.9401197605
485	0.2021817281	0.9401197605
486	0.2020392242	0.9401197605
487	0.2019242178	0.9401197605
488	0.2017547888	0.9416167665
489	0.2016210946	0.9416167665
490	0.201372487	0.9416167665
491	0.2012033235	0.9416167665
492	0.2012025389	0.9416167665
493	0.2011973616	0.9416167665
494	0.2011960547	0.9416167665
495	0.2011932508	0.9416167665
496	0.2010766334	0.9416167665
497	0.2010370142	0.9416167665
498	0.2009374057	0.9416167665
499	0.2009066153	0.9416167665
500	0.2006869221	0.9416167665
501	0.1995970786	0.9416167665
502	0.1993190198	0.9401197605
503	0.1989497712	0.9401197605
504	0.1986802376	0.9401197605
505	0.1985536393	0.9401197605
506	0.1985532407	0.9401197605
507	0.1985186905	0.9401197605
508	0.1982320587	0.9401197605
509	0.1979625269	0.9401197605
510	0.1979388153	0.9401197605
511	0.1977894564	0.9401197605
512	0.1975963362	0.9401197605
513	0.1975953789	0.9401197605
514	0.1975942008	0.9401197605
515	0.1975410416	0.9401197605
516	0.1975316063	0.9401197605
517	0.1975245994	0.9401197605
518	0.1969818502	0.9416167665
519	0.1969347585	0.9416167665
520	0.1966940108	0.9431137725
521	0.1963523737	0.9416167665
522	0.1962744763	0.9431137725
523	0.1960730564	0.9431137725
524	0.1960682307	0.9431137725
525	0.1960576914	0.9431137725
526	0.1960482737	0.9431137725
527	0.196016411	0.9431137725
528	0.1960105116	0.9431137725
529	0.1959667367	0.9431137725
530	0.1956921886	0.9431137725
531	0.1953446045	0.9431137725
532	0.1951440401	0.9431137725
533	0.1950920563	0.9431137725
534	0.1947945065	0.9446107784
535	0.1946720767	0.9446107784
536	0.1943078312	0.9446107784
537	0.1932169356	0.9431137725
538	0.1928104969	0.9431137725
539	0.1926815661	0.9446107784
540	0.1926657858	0.9446107784
541	0.1924489158	0.9446107784
542	0.1922181908	0.9446107784
543	0.1920305607	0.9446107784
544	0.1920211946	0.9446107784
545	0.1920186854	0.9446107784
546	0.1919848933	0.9446107784
547	0.1918124481	0.9431137725
548	0.1916820568	0.9431137725
549	0.1906141982	0.9431137725
550	0.1899765146	0.9431137725
551	0.1898922762	0.9431137725
552	0.1894003715	0.9446107784
553	0.1890330127	0.9446107784
554	0.1887769739	0.9446107784
555	0.1884609303	0.9446107784
556	0.1883965181	0.9431137725
557	0.188268048	0.9431137725
558	0.188127694	0.9446107784
559	0.1880817372	0.9446107784
560	0.1880738718	0.9446107784
561	0.1874828205	0.9431137725
562	0.1874089129	0.9431137725
563	0.1873736695	0.9431137725
564	0.1872717651	0.9431137725
565	0.1870480516	0.9431137725
566	0.1866890308	0.9416167665
567	0.1865945108	0.9431137725
568	0.1865554608	0.9416167665
569	0.1864061148	0.9416167665
570	0.186070247	0.9431137725
571	0.1860356122	0.9431137725
572	0.1858355495	0.9431137725
573	0.1856380241	0.9431137725
574	0.1855748925	0.9446107784
575	0.1855687257	0.9446107784
576	0.1855475655	0.9446107784
577	0.1851257244	0.9431137725
578	0.1850936275	0.9431137725
579	0.1850897119	0.9431137725
580	0.1849272911	0.9431137725
581	0.1849234334	0.9431137725
582	0.1849031187	0.9431137725
583	0.1847129061	0.9446107784
584	0.1846543315	0.9446107784
585	0.1845620521	0.9446107784
586	0.1845533091	0.9446107784
587	0.1845061328	0.9446107784
588	0.1844771804	0.9446107784
589	0.1843921526	0.9461077844
590	0.184387091	0.9461077844
591	0.1838404401	0.9461077844
592	0.1838165004	0.9461077844
593	0.1831473255	0.9461077844
594	0.1830978312	0.9461077844
595	0.18297781	0.9461077844
596	0.1827533471	0.9461077844
597	0.182657466	0.9461077844
598	0.1826035195	0.9461077844
599	0.1822697929	0.9446107784
600	0.1820395926	0.9446107784
601	0.1817177131	0.9446107784
602	0.1814677777	0.9446107784
603	0.1811322653	0.9446107784
604	0.1810410328	0.9446107784
605	0.1808161977	0.9461077844
606	0.180754085	0.9461077844
607	0.1803019212	0.9461077844
608	0.1802590284	0.9461077844
609	0.1800630379	0.9461077844
610	0.1798744399	0.9461077844
611	0.1797703716	0.9461077844
612	0.1796882911	0.9461077844
613	0.1796048871	0.9461077844
614	0.1789747426	0.9476047904
615	0.1788146731	0.9476047904
616	0.1785084718	0.9461077844
617	0.1783605081	0.9461077844
618	0.1783269791	0.9461077844
619	0.1780606027	0.9461077844
620	0.1773894874	0.9461077844
621	0.1772305062	0.9461077844
622	0.1768667506	0.9461077844
623	0.176824696	0.9461077844
624	0.1766885761	0.9461077844
625	0.1766724794	0.9461077844
626	0.1756862441	0.9461077844
627	0.1742878549	0.9476047904
628	0.1742575457	0.9476047904
629	0.1742421627	0.9476047904
630	0.1736083852	0.9491017964
631	0.1735896402	0.9491017964
632	0.1735569199	0.9491017964
633	0.1735153915	0.9505988024
634	0.1733539136	0.9505988024
635	0.1731555364	0.9505988024
636	0.173151337	0.9505988024
637	0.1730793923	0.9505988024
638	0.1729296285	0.9505988024
639	0.1725021237	0.9505988024
640	0.1722738802	0.9505988024
641	0.1718812032	0.9505988024
642	0.1716450665	0.9505988024
643	0.1716081404	0.9505988024
644	0.1710837616	0.9520958084
645	0.1705800776	0.9505988024
646	0.1703988875	0.9505988024
647	0.1703665174	0.9505988024
648	0.1703529914	0.9505988024
649	0.1703132831	0.9505988024
650	0.1702221881	0.9505988024
651	0.1701871848	0.9505988024
652	0.170147961	0.9505988024
653	0.169855828	0.9505988024
654	0.1698224399	0.9505988024
655	0.169817683	0.9505988024
656	0.1697891404	0.9505988024
657	0.1693789329	0.9505988024
658	0.1691231504	0.9535928144
659	0.1682318248	0.9535928144
660	0.1682185148	0.9535928144
661	0.1680326995	0.9535928144
662	0.1672993013	0.9535928144
663	0.1670920019	0.9520958084
664	0.1670271254	0.9520958084
665	0.1669648846	0.9520958084
666	0.1667040388	0.9520958084
667	0.1662550389	0.9505988024
668	0.1657997432	0.9535928144
669	0.1657259979	0.9535928144
670	0.1651663942	0.9535928144
671	0.1646542457	0.9520958084
672	0.1645228701	0.9520958084
673	0.1644398577	0.9520958084
674	0.164409004	0.9520958084
675	0.164304504	0.9520958084
676	0.1641754438	0.9520958084
677	0.1641082153	0.9520958084
678	0.1636765156	0.9520958084
679	0.1636415374	0.9520958084
680	0.1633569974	0.9520958084
681	0.1633084054	0.9520958084
682	0.1632653134	0.9535928144
683	0.1632030125	0.9535928144
684	0.1631415358	0.9535928144
685	0.1630676745	0.9535928144
686	0.1627580793	0.9535928144
687	0.1627202163	0.9535928144
688	0.1626724631	0.9535928144
689	0.1626274434	0.9535928144
690	0.1613498701	0.9535928144
691	0.1613139762	0.9535928144
692	0.1610363331	0.9550898204
693	0.1609315779	0.9550898204
694	0.1604800644	0.9535928144
695	0.160228851	0.9550898204
696	0.1601277161	0.9535928144
697	0.1600385956	0.9550898204
698	0.1598990508	0.9550898204
699	0.1597933151	0.9550898204
700	0.1597645811	0.9550898204
701	0.1596398538	0.9550898204
702	0.1596340891	0.9550898204
703	0.1594890765	0.9550898204
704	0.1586623873	0.9550898204
705	0.1585278325	0.9565868263
706	0.1583872993	0.9565868263
707	0.1582778411	0.9565868263
708	0.1582722469	0.9565868263
709	0.1581733217	0.9550898204
710	0.1581576193	0.9550898204
711	0.157723293	0.9550898204
712	0.1576888548	0.9550898204
713	0.1576798072	0.9550898204
714	0.1575446191	0.9550898204
715	0.1574804039	0.9550898204
716	0.1574669983	0.9550898204
717	0.1573758483	0.9535928144
718	0.157350167	0.9535928144
719	0.1572976623	0.9535928144
720	0.1571382332	0.9535928144
721	0.1571309663	0.9535928144
722	0.1571254795	0.9520958084
723	0.1569951308	0.9535928144
724	0.1569621468	0.9535928144
725	0.1567950039	0.9550898204
726	0.156791801	0.9550898204
727	0.1567801629	0.9550898204
728	0.1567401693	0.9535928144
729	0.1561707616	0.9550898204
730	0.1559096031	0.9535928144
731	0.1550625977	0.9520958084
732	0.1550566367	0.9520958084
733	0.1550370097	0.9520958084
734	0.1550245761	0.9520958084
735	0.1549837894	0.9520958084
736	0.1549827544	0.9520958084
737	0.1549642028	0.9520958084
738	0.1544751907	0.9550898204
739	0.1544237987	0.9550898204
740	0.1541819448	0.9550898204
741	0.1539126353	0.9565868263
742	0.1539099368	0.9565868263
743	0.1535120806	0.9565868263
744	0.1534444174	0.9565868263
745	0.1534416523	0.9565868263
746	0.1534289821	0.9565868263
747	0.1530660955	0.9565868263
748	0.1526692353	0.9565868263
749	0.1525462576	0.9565868263
750	0.1523306666	0.9565868263
751	0.1523218305	0.9565868263
752	0.1522836322	0.9565868263
753	0.1521230791	0.9565868263
754	0.1520207499	0.9565868263
755	0.1520170387	0.9565868263
756	0.1519300031	0.9565868263
757	0.1518423191	0.9565868263
758	0.1518299175	0.9565868263
759	0.1517919304	0.9565868263
760	0.1517810637	0.9565868263
761	0.1516105618	0.9565868263
762	0.1515897273	0.9565868263
763	0.1514731106	0.9565868263
764	0.1514547684	0.9565868263
765	0.151210042	0.9565868263
766	0.1511709062	0.9565868263
767	0.1509840415	0.9565868263
768	0.1507600113	0.9565868263
769	0.1507492486	0.9565868263
770	0.1507272639	0.9565868263
771	0.1506892564	0.9565868263
772	0.1506684168	0.9565868263
773	0.150546029	0.9565868263
774	0.1504004884	0.9565868263
775	0.150183449	0.9565868263
776	0.1500898521	0.9565868263
777	0.1500405321	0.9565868263
778	0.1494705079	0.9565868263
779	0.1494364473	0.9565868263
780	0.1493257298	0.9565868263
781	0.149285585	0.9565868263
782	0.1490247172	0.9565868263
783	0.1488645653	0.9565868263
784	0.1485875811	0.9565868263
785	0.1484101297	0.9565868263
786	0.1484040853	0.9565868263
787	0.1483738881	0.9565868263
788	0.1483708066	0.9565868263
789	0.1482830076	0.9565868263
790	0.148213172	0.9565868263
791	0.1481609627	0.9565868263
792	0.1476996832	0.9565868263
793	0.1476147395	0.9565868263
794	0.1476135838	0.9565868263
795	0.1474746518	0.9580838323
796	0.1473189922	0.9580838323
797	0.1469318747	0.9580838323
798	0.1468670845	0.9580838323
799	0.1468455599	0.9580838323
800	0.146770698	0.9580838323
801	0.146376927	0.9580838323
802	0.1462282322	0.9580838323
803	0.1459796476	0.9580838323
804	0.1457528457	0.9580838323
805	0.1454636069	0.9580838323
806	0.1454195259	0.9580838323
807	0.1451901655	0.9580838323
808	0.1451085963	0.9580838323
809	0.1450388896	0.9580838323
810	0.1450348869	0.9580838323
811	0.1450244499	0.9580838323
812	0.1450028805	0.9580838323
813	0.1449916225	0.9580838323
814	0.1449773225	0.9580838323
815	0.1449553533	0.9580838323
816	0.1448798472	0.9580838323
817	0.1440936424	0.9580838323
818	0.1440763086	0.9580838323
819	0.1440631264	0.9580838323
820	0.143952672	0.9580838323
821	0.1439445453	0.9580838323
822	0.1438199405	0.9580838323
823	0.1436594008	0.9580838323
824	0.1436470668	0.9580838323
825	0.1436162303	0.9580838323
826	0.143598424	0.9580838323
827	0.1435423852	0.9580838323
828	0.1435324616	0.9580838323
829	0.1434202443	0.9580838323
830	0.1433992312	0.9580838323
831	0.1433823066	0.9580838323
832	0.1433080808	0.9580838323
833	0.1430152072	0.9580838323
834	0.1430090007	0.9580838323
835	0.1429781588	0.9580838323
836	0.1425511817	0.9580838323
837	0.1425429611	0.9580838323
838	0.1425399251	0.9580838323
839	0.1425347451	0.9580838323
840	0.1425337887	0.9580838323
841	0.1420986706	0.9580838323
842	0.1419629879	0.9580838323
843	0.1417601532	0.9580838323
844	0.1417546642	0.9580838323
845	0.1417512742	0.9580838323
846	0.1417350844	0.9580838323
847	0.1416891112	0.9580838323
848	0.1416030121	0.9580838323
849	0.1415499334	0.9580838323
850	0.1415017408	0.9580838323
851	0.141480808	0.9580838323
852	0.1413764111	0.9580838323
853	0.1413668803	0.9580838323
854	0.1413012477	0.9580838323
855	0.1412817336	0.9580838323
856	0.1411840143	0.9580838323
857	0.1411721024	0.9580838323
858	0.1408660495	0.9580838323
859	0.1408632533	0.9580838323
860	0.1408630405	0.9580838323
861	0.1407364635	0.9580838323
862	0.1404655706	0.9580838323
863	0.1404283595	0.9580838323
864	0.1403846498	0.9580838323
865	0.1403230439	0.9580838323
866	0.1401812715	0.9580838323
867	0.1400285272	0.9580838323
868	0.1398841635	0.9580838323
869	0.1396320217	0.9580838323
870	0.1395743143	0.9580838323
871	0.139525913	0.9580838323
872	0.1394991691	0.9580838323
873	0.1388651999	0.9595808383
874	0.1387587939	0.9595808383
875	0.1385116198	0.9580838323
876	0.1384300592	0.9595808383
877	0.1383689194	0.9595808383
878	0.1381472854	0.9595808383
