iter	Logloss	Accuracy
879	0.1381369844	0.9595808383
880	0.1378296616	0.9595808383
881	0.1375862475	0.9595808383
882	0.1373942849	0.9625748503
883	0.1373825397	0.9625748503
884	0.1368845638	0.9625748503
885	0.1368421507	0.9625748503
886	0.1367011073	0.9625748503
887	0.1365797491	0.9610778443
888	0.1364620424	0.9610778443
889	0.1363043635	0.9610778443
890	0.1361645507	0.9610778443
891	0.1359174826	0.9625748503
892	0.1356638292	0.9610778443
893	0.1355899837	0.9610778443
894	0.1355532671	0.9610778443
895	0.1354186351	0.9610778443
896	0.1354084499	0.9610778443
897	0.1353568926	0.9610778443
898	0.1353547358	0.9610778443
899	0.1352658531	0.9610778443
900	0.1352500314	0.9610778443
901	0.1348211928	0.9625748503
902	0.1348078205	0.9610778443
903	0.1348005932	0.9610778443
904	0.1347553053	0.9625748503
905	0.1347002263	0.9625748503
906	0.1346188599	0.9625748503
907	0.1346161464	0.9625748503
908	0.1345398575	0.9625748503
909	0.1345359343	0.9625748503
910	0.1345341169	0.9625748503
911	0.1345338716	0.9625748503
912	0.1344589014	0.9625748503
913	0.134445087	0.9625748503
914	0.134444283	0.9625748503
915	0.1342193627	0.9625748503
916	0.1341797644	0.9625748503
917	0.1341613122	0.9625748503
918	0.1338654162	0.9625748503
919	0.1338434604	0.9625748503
920	0.1337682659	0.9625748503
921	0.1336802282	0.9625748503
922	0.1336054821	0.9625748503
923	0.1334802131	0.9625748503
924	0.1333457419	0.9625748503
925	0.1333134865	0.9625748503
926	0.1332342845	0.9625748503
927	0.1332263779	0.9625748503
928	0.1331902248	0.9625748503
929	0.1331588301	0.9625748503
930	0.1331583203	0.9625748503
931	0.1330793143	0.9625748503
932	0.1330754331	0.9625748503
933	0.1329182245	0.9625748503
934	0.132894659	0.9625748503
935	0.1328896967	0.9625748503
936	0.1328882442	0.9625748503
937	0.1328628473	0.9625748503
938	0.132632056	0.9625748503
939	0.1326223181	0.9625748503
940	0.1325160537	0.9625748503
941	0.1324994629	0.9625748503
942	0.1324860695	0.9625748503
943	0.1323868431	0.9625748503
944	0.1323470153	0.9625748503
945	0.1323459746	0.9625748503
946	0.1323369094	0.9625748503
947	0.1323071805	0.9625748503
948	0.1322803483	0.9625748503
949	0.13219137	0.9625748503
950	0.1321754807	0.9625748503
951	0.1321702163	0.9625748503
952	0.1320989975	0.9625748503
953	0.1317846321	0.9625748503
954	0.1317660782	0.9625748503
955	0.1317648955	0.9625748503
956	0.1315992197	0.9625748503
957	0.1314412409	0.9625748503
958	0.1314336299	0.9625748503
959	0.1313242289	0.9625748503
960	0.1311733772	0.9625748503
961	0.1309572444	0.9625748503
962	0.1309055443	0.9625748503
963	0.1308891098	0.9625748503
964	0.1308795721	0.9625748503
965	0.1307637544	0.9625748503
966	0.1307498465	0.9625748503
967	0.1307488121	0.9625748503
968	0.130742311	0.9625748503
969	0.1303492612	0.9625748503
970	0.1303087807	0.9625748503
971	0.1303063239	0.9625748503
972	0.1302949019	0.9625748503
973	0.1302838881	0.9625748503
974	0.1301756335	0.9625748503
975	0.1301743156	0.9625748503
976	0.1301722544	0.9625748503
977	0.1299260954	0.9625748503
978	0.1297996513	0.9625748503
979	0.129574668	0.9625748503
980	0.1295003468	0.9625748503
981	0.1293853889	0.9625748503
982	0.1292388123	0.9625748503
983	0.1291172604	0.9625748503
984	0.1291155864	0.9625748503
985	0.1290951677	0.9625748503
986	0.1290940028	0.9625748503
987	0.1290839314	0.9625748503
988	0.1290644221	0.9625748503
989	0.1289525988	0.9625748503
990	0.1288491974	0.9625748503
991	0.1284886291	0.9625748503
992	0.1283817267	0.9625748503
993	0.1282575671	0.9625748503
994	0.1282422962	0.9625748503
995	0.1282384793	0.9625748503
996	0.1281995078	0.9625748503
997	0.1281738363	0.9625748503
998	0.1280211812	0.9625748503
999	0.12797333	0.9625748503
