iter	Passed	Remaining
684	70456	32399
685	70541	32288
686	70761	32239
687	70928	32165
688	71084	32086
689	71212	31994
690	71299	31883
691	71385	31772
692	71471	31661
693	71556	31550
694	71635	31437
695	71867	31390
696	71962	31283
697	72049	31173
698	72140	31064
699	72225	30953
700	72416	30887
701	72512	30781
702	72610	30676
703	72716	30574
704	72811	30467
705	72969	30386
706	73067	30281
707	73168	30176
708	73275	30074
709	73460	30005
710	73585	29910
711	73720	29819
712	73898	29746
713	74075	29671
714	74177	29567
715	74278	29462
716	74373	29355
717	74513	29265
718	74612	29159
719	74712	29054
720	74812	28949
721	74913	28845
722	75091	28769
723	75189	28663
724	75290	28558
725	75387	28452
726	75476	28342
727	75611	28250
728	75706	28143
729	75799	28035
730	75895	27928
731	75980	27817
732	76136	27733
733	76217	27621
734	76303	27510
735	76394	27402
736	76479	27291
737	76585	27188
738	76669	27078
739	76759	26969
740	76847	26860
741	76926	26747
742	77011	26637
743	77093	26526
744	77242	26438
745	77325	26328
746	77413	26219
747	77498	26109
748	77587	26000
749	77700	25900
750	77785	25790
751	77885	25685
752	77984	25580
753	78107	25483
754	78357	25427
755	78458	25322
756	78557	25217
757	78655	25111
758	78743	25002
759	78908	24918
760	79004	24812
761	79091	24703
762	79176	24593
763	79266	24485
764	79422	24397
765	79509	24288
766	79595	24179
767	79687	24072
768	79776	23963
769	79896	23865
770	79977	23754
771	80063	23645
772	80141	23534
773	80230	23426
774	80323	23319
775	80538	23248
776	80637	23142
777	80729	23036
778	80816	22927
779	80896	22816
780	81014	22717
781	81104	22609
782	81205	22505
783	81315	22403
784	81407	22296
785	81558	22205
786	81664	22102
787	81763	21997
788	81846	21888
789	81933	21779
790	82063	21683
791	82169	21579
792	82280	21477
793	82383	21374
794	82495	21272
795	82662	21184
796	82774	21083
797	82866	20976
798	82959	20869
799	83081	20770
800	83229	20677
801	83358	20579
802	83482	20480
803	83612	20383
804	83819	20304
805	83982	20214
806	84115	20116
807	84256	20021
808	84363	19917
809	84464	19812
810	84572	19709
811	84694	19608
812	84938	19536
813	85049	19433
814	85150	19328
815	85239	19220
816	85375	19123
817	85521	19027
818	85629	18924
819	85728	18818
820	85841	18715
821	86040	18631
822	86155	18529
823	86252	18422
824	86563	18361
825	87153	18359
826	87276	18257
827	87375	18150
828	87497	18048
829	87672	17957
830	87784	17852
831	87879	17744
832	87980	17638
833	88149	17545
834	88297	17448
835	88418	17345
836	88523	17239
837	88642	17136
838	88740	17028
839	88843	16922
840	88935	16814
841	89069	16713
842	89282	16627
843	89385	16521
844	89476	16412
845	89564	16303
846	89652	16194
847	89768	16090
848	89857	15981
849	89944	15872
850	90033	15763
851	90122	15655
852	90210	15546
853	90383	15451
854	90470	15342
855	90557	15233
856	90641	15124
857	90726	15015
858	90839	14910
859	90924	14801
860	91011	14692
861	91096	14583
862	91180	14474
863	91261	14365
864	91485	14278
865	91586	14171
866	91682	14064
867	91783	13957
868	91884	13851
869	92017	13749
870	92112	13642
871	92220	13536
872	92318	13430
873	92400	13320
874	92570	13224
875	92659	13116
876	92746	13007
877	92836	12899
878	92921	12791
879	93070	12691
880	93189	12587
881	93277	12479
882	93368	12371
883	93453	12263
884	93565	12158
885	93705	12056
886	93786	11947
887	93877	11840
888	93968	11732
889	94083	11628
890	94181	11521
891	94270	11413
892	94358	11306
893	94447	11198
894	94525	11089
895	94614	10982
896	94788	10884
897	94876	10776
898	94955	10667
899	95037	10559
900	95130	10452
901	95253	10349
902	95335	10240
903	95423	10133
904	95520	10026
905	95612	9920
906	95735	9816
907	95921	9718
908	96031	9613
909	96128	9507
910	96267	9404
911	96366	9298
912	96469	9192
913	96562	9085
914	96660	8979
915	96754	8872
916	96990	8778
917	97084	8672
918	97192	8566
919	97285	8459
920	97429	8357
921	97732	8268
922	97873	8164
923	98088	8067
924	98206	7962
925	98305	7855
926	98399	7748
927	98510	7643
928	98614	7536
929	98773	7434
930	98881	7328
931	98991	7222
932	99170	7121
933	99272	7014
934	99360	6907
935	99447	6799
936	99539	6692
937	99667	6587
938	99884	6488
939	100019	6384
940	100192	6281
941	100327	6177
942	100430	6070
943	100543	5964
944	100642	5857
945	100757	5751
946	100857	5644
947	100946	5537
948	101032	5429
949	101119	5322
950	101202	5214
951	101424	5113
952	101504	5006
953	101594	4898
954	101690	4791
955	101782	4684
956	101906	4578
957	101991	4471
958	102075	4364
959	102163	4256
960	102251	4149
961	102344	4042
962	102539	3939
963	102628	3832
964	102720	3725
965	102812	3618
966	102928	3512
967	103088	3407
968	103175	3300
969	103272	3193
970	103356	3086
971	103453	2980
972	103632	2875
973	103721	2768
974	103816	2661
975	103904	2555
976	104034	2449
977	104118	2342
978	104212	2235
979	104314	2128
980	104416	2022
981	104499	1915
982	104706	1810
983	104830	1704
984	105023	1599
985	105240	1494
986	105392	1388
987	105562	1282
988	105842	1177
989	105972	1070
990	106133	963
991	106281	857
992	106438	750
993	106531	643
994	106627	535
995	106719	428
996	106960	321
997	107071	214
998	107176	107
999	107274	0
