,MSFT,AAPL,AMZN,FB,NKE,JPM,JNJ,GOOG,GOOGL,XOM,V,BAC,PG,CSCO,DIS,VZ,INTC,PFE,HD,MA,T,CVX,UNH,MRK,WFC,BA,CMCSA,KO,PEP,NFLX,C,MCD,WMT,ORCL,ADBE,ABT,PM,PYPL,UNP,HON,AVGO,CRM,IBM,MDT,ABBV,UTX,ACN,TMO,NVDA,AMGN
0,-0.0034279336734692745,-0.0015423173317909988,-0.011446274762575537,-0.0065295461965392265,0.010980212741621864,-0.0016704765254088594,-0.005003573981415377,-0.006761298485627232,-0.008295358849038648,-0.019429119692971786,-0.0010515897562785037,-0.0016627868307282911,0.005137650252035719,0.0033515611218910557,0.013047390521895519,-0.001224846894138265,-0.001027045532352,-0.0012683916793506667,0.003251637951953379,0.0073925007187152225,-0.04080996884735211,-0.030650712997869145,-0.0009974846040420315,0.0017426273458447383,0.002745512143611295,0.003850061494037771,-0.003334127173136525,-0.00477079444098738,-0.0013376347470296368,-0.020058131922804923,-0.005381035485747643,0.012137662603707966,0.004462986319976769,0.004368401892974161,-0.010916011346906562,0.00854139290407363,-0.005417500883288073,0.0029934518241345742,0.0006224183783172244,-0.003026599150224185,-0.004150297807628989,-0.0103578738448179,-0.003489034463115992,0.006345475910693343,0.00012712941774739583,-0.003070989858591666,0.0018284574468085957,-0.008942103667778145,0.0026223317774165533,-0.008121940364930857
1,0.013574660633484115,0.01442331198357194,0.019318500935193494,0.012896825396825351,0.0008012820512821595,0.0012323943661971537,0.015018501052020516,0.012579673937413993,0.013423621745788594,0.0057901085645355455,0.007855361596009969,0.000665557404326167,-0.026884256202245105,0.006212282570109862,0.012758201701093652,-0.02090114784992292,-0.0006842285323297448,0.011287839917906828,0.006201777517335749,0.0018103270931906223,0.0006234413965087171,0.0009844134536505234,0.015278939720840157,0.015518649605227308,0.001904358865848499,-0.00306527707439308,-0.00023809523809514843,0.0170886075949368,0.00514077823473591,0.012058090846451597,0.0016023306627821476,0.0069100660066006014,0.006837940802969511,0.0058586598315635285,0.023070423570037857,0.021339417527848514,0.007355558191956213,0.0008426177324221129,-0.005570560432140548,0.021219686162624818,0.002031746031746051,0.01555807508188467,0.011159910720714317,0.0112893642305405,0.006525911708253229,0.02271565261850861,0.013534003481776802,0.0186421706742832,0.011672945296333559,0.019278748015422842
2,0.0031612223393044925,0.0032865692141665903,0.01376168964757829,0.017724927080996267,-0.020627802690582953,0.001233915036136013,0.0022542175683537558,0.01008597749864526,0.009899554560319546,0.02181683717490457,0.0014985014985016143,0.0006660006660006434,-0.0003771805752003088,-0.0010638297872339608,-0.0058135145337862015,0.005685733976567908,0.005676931016686648,-0.01015744032503818,-0.004278906933774196,0.008966748308356642,0.0015610365282545668,0.017019856499249197,0.024171364148816377,0.003689028555813545,-0.006725514922236275,-0.01289236193332799,-0.010134338911147789,-0.0016849199663016012,-0.005114485797466428,0.047148605522408626,-0.008234614273331275,-0.00507926735416353,-0.007850358596627305,0.0018341892883344535,0.006061278042650553,0.007981601731601673,-0.002367144040714697,-0.0051229508196720674,0.006000226423638733,-0.004850348988524766,-0.011361496453455522,0.017757548560805025,-0.010261526402052468,-0.0008311564948942918,0.007477117442310277,-0.0006569343065693234,-0.0030233469570574156,-0.0026560936176764915,0.011647879763821756,-0.006254578238575448
3,0.01313952533464735,0.003593757692118338,-0.0016784461771108816,-0.0027967334153709,0.005296968330891438,-0.0073490813648294795,-0.007219174126479877,2.426516977527271e-05,0.0010724595610172027,-0.0036841458921774706,-0.0017452006980802626,0.0,0.0018894662257913364,0.0015982951518380695,0.005313092979126965,0.004499826929733386,-0.0012027491408934665,-0.01253761283851551,-0.0043088840474462264,-0.00045643153526975233,0.00250391236306724,-0.0034089964247110416,0.02264342372256034,-0.009875541125541232,0.0006309148264984632,0.006754609027336267,-0.0032887009631196173,0.004230118443316222,0.0006298716636485846,0.015814399278344826,-0.00972818311874113,0.01722248316893671,0.00019387359441647156,0.0007342143906021725,0.0041566153275189865,0.014270032930845389,-0.01158165652784282,-0.013325981067916604,0.04359640831758038,0.03787832279452408,-0.005958880603999517,0.0041843697695378435,0.008770038099345845,-0.006019119556237573,-0.0052577583995897514,0.008910818175123403,-0.0018999720592343117,0.008815191643043008,-0.005285920230658214,-0.027401764673644968
4,0.008280202036929696,0.01947302383939764,0.0009554276880796575,-0.0005031587186224984,0.010592255125284833,0.02880288028802891,0.003622663382118585,0.007505317285046997,0.006680682842090668,0.0028325123152710407,0.001310615989515096,0.005020080321285203,0.0,-0.011237928007023723,0.014241724403387224,-0.01717979248171453,0.03264726756564951,-0.025415444770283457,0.01017264146329544,0.003790245324669872,-0.009302325581395321,-0.007427581084426871,-0.01864590876176686,-0.04693140794223827,-0.0020986358866736943,-0.01100282929896268,0.014295925661186537,0.007028753993610248,0.03757862919696109,-0.013130807322094151,0.014955713663423964,-0.0004694835680749687,0.0022345283202174215,-0.0020150210661294965,-0.007294698448955583,-0.04582351400890283,-0.008467695162973965,0.00563770794824392,0.007739016549589195,0.0001842072946087736,0.006373626373626262,-0.021110340916251746,-0.041546093427035746,-0.016482878699942027,-0.02780201969829188,0.0033249593616078155,-0.0006143192226070182,-0.03492860622868488,-0.0048881568460762415,-0.029672959319330006
5,-0.002313093762907892,0.00010038648797872085,0.009848932445104541,-0.004341775674923443,0.011171254174824341,0.010551209750773172,0.010987401113389916,0.0049381705020066224,0.004386358262741252,0.0068195908245505255,-0.0013089005235602524,0.0013404825737264314,0.0017034162960158916,0.006895332390381981,-0.016207209936382805,0.0013626298756599375,0.007508044333214281,-0.027797576621525377,-0.0019037391389241654,0.003930587497386506,0.007183010618363461,0.008573331113700622,-0.04013900955690697,-0.012351967400993202,0.018815480008552488,0.016672881265647588,0.0045476304451890215,-0.0010638297872339608,-0.010108361636745888,0.030355146616217965,0.02867811799850628,-0.0007818608287725182,0.004881382407497803,-0.0007321984257733227,-0.0029020645066490935,-0.01445161290322583,0.0002320454809141559,0.0005548363232845688,0.0020879317544590936,0.005308641975308781,0.006637168141593097,-0.008745080891998325,0.008617095205003311,-0.008288246805571498,-0.010119708749845802,0.005871423262727493,-0.0013385387618517486,-0.03865830811356108,0.0190037899296156,-0.016474895397489475
6,0.0008267879288961222,0.0018102277869964656,0.000982062439638387,0.0030709101060859556,0.006841372912801624,-0.011419836345652357,0.0039711722312105735,0.002652171414026183,0.0031077997595543305,-0.003336628769154637,0.00501127536958168,-0.010938017898574848,0.006476807314982347,0.004796589092201264,0.015223742887897851,-0.0005107252298264253,-0.0024964336661911224,0.009110525053944052,0.004954623497669841,0.0013398651760665459,-0.005590062111801242,0.003173012692050836,0.03126959949825281,-0.011330731461664412,0.0060228006022799985,-0.01101043093456966,0.011622276029055856,0.005562687205819428,0.011699255501922634,-0.006464657971179566,-0.000597104045379826,0.0013048016701462384,0.008566364710516083,0.0023853211009174924,0.0013242109909512578,-0.006537623381617785,0.004896817068905213,-0.0031342182890855552,-0.011032448377581106,-0.0028928417554009433,-0.0019871936409803226,-0.003857880654595247,-0.0031174229303774226,0.0013832853025936842,0.003094825451844585,-0.005543237250554278,0.003694581280788256,-0.011010154997327493,-0.02794589758433763,-0.0011493051927697895
7,0.005152497299094172,-0.00040211108318666255,-0.0005477015514595562,0.008957241845529929,0.014588235294117569,0.04687941259531203,0.0056948450558389485,0.010999319287410048,0.010863185046172674,-0.012568639414276994,0.011275814012415841,0.03783969728242176,0.006422546012269992,0.012410071942446033,0.11543739279588339,0.0030737704918033515,0.01117922827262885,-0.01324816654837957,0.011762954139368675,0.011820030503304713,0.0,-0.04944836891816806,-0.05182227508283066,-0.005135270541082093,-0.026183493925429402,0.02561054679057695,0.006335282651072083,0.0006422607578677741,0.004602613627023855,-0.04490684074527407,0.022904260192395887,0.014400677678949592,0.007539682539682513,0.013199479457148167,-0.00014711290915769837,0.0,0.003040580049116892,0.018974262633853156,0.016979660406791997,0.009757613424487221,0.024627516886978285,-0.00012443227773273335,0.003964390040339438,-0.009703196347031873,0.0,0.018671886764041634,0.0015698587127157548,0.0004990909414994693,-0.007987887647488812,-0.0035916922596430645
8,0.0011648223645894795,-0.008324194995513956,-0.0017647090665988685,-0.001743335957710035,0.001413760603204528,0.008448832352382807,-0.0027290160790677254,0.0020463166300657143,0.0026026772763063644,0.004781755762628848,-0.0044147325933400205,0.0,0.002884060757546658,-0.003941239699032595,-0.004779788323659995,-0.0008530967411704005,0.000902364194188765,-0.010765270301895447,0.010279295993581572,-0.004302708175145553,0.010037641154328814,0.003984381225595746,-0.04312482217615743,-0.012125711457559918,-0.0010462439840970283,0.014303721159642846,-0.0009737098344693162,0.0015008576329331724,-0.003031792854801707,0.01024950538579894,0.005990783410138256,-0.0017968502272487363,0.012048192771084265,-0.0033351862145636346,0.0011782900066279467,-0.002302084665558146,-0.002333450005833515,-0.009766533345735406,0.0019236549443943929,0.005813590048133976,0.006178660856557716,0.003057913130304346,0.005313942105999114,-0.01162134717364327,0.0009913258983891282,0.008810572687224738,0.0076836158192090664,0.005953021337636644,-0.002915148360229103,-0.009180463149208173
9,0.00762910798122074,0.0056140350877194045,0.006258715356458167,0.001351503547696753,0.00711912672045556,0.004481739296271492,7.376263185077114e-05,0.0041010649404886745,0.003126325154445553,-0.004516050286830331,0.006794082163946946,0.006230529595015577,0.0009622786759044821,0.011598405219282348,0.002567174396713945,0.0035958904109589795,0.007821025827573713,-0.0025676937441644343,-0.007317073170731714,0.004874740367089236,0.004094488188976397,-0.0003982794328502015,-0.011093693476425859,0.0002475247524751367,-0.007270461154964769,-0.01110990678517243,0.0009746588693957392,-0.0006428112277694353,-0.0010640910207088128,-0.002166104576238559,0.004939796233405236,-0.004524410774410792,0.009220792380180365,0.0,0.009628610729023324,-0.0058486967577877635,-0.0015144454799628226,0.005424109230337537,0.001565416340538306,-0.0054709356543363175,0.013379469434832814,0.02083200611581848,0.006403490254028643,-0.0010144274120830188,-0.014170535059858214,-0.0044612476370510246,0.0,0.0037796976241901703,0.015005812110324479,0.004715514561094425
